COUNTER, AF3, T7, Pz, T8, AF4, MARKERS['Center','Left','Right'], TICK, ContactQuality
1.110000000000000000e+02, 4.203590000000000146e+03, 4.190769000000000233e+03, 4.214359000000000378e+03, 4.202051000000000386e+03, 4.206154000000000451e+03, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
1.120000000000000000e+02, 4.197948999999999614e+03, 4.176409999999999854e+03, 4.207692000000000007e+03, 4.198974000000000160e+03, 4.192820999999999913e+03, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
1.130000000000000000e+02, 4.216922999999999774e+03, 4.207179000000000087e+03, 4.232307999999999993e+03, 4.211795000000000073e+03, 4.212307999999999993e+03, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
1.140000000000000000e+02, 4.186667000000000371e+03, 4.176409999999999854e+03, 4.206667000000000371e+03, 4.208204999999999927e+03, 4.184614999999999782e+03, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
1.150000000000000000e+02, 4.201537999999999556e+03, 4.176409999999999854e+03, 4.213332999999999629e+03, 4.205640999999999622e+03, 4.201025999999999840e+03, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
1.160000000000000000e+02, 4.200000000000000000e+03, 4.170256000000000313e+03, 4.200512999999999920e+03, 4.205127999999999702e+03, 4.201025999999999840e+03, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
1.170000000000000000e+02, 4.188204999999999927e+03, 4.170256000000000313e+03, 4.188717999999999847e+03, 4.205127999999999702e+03, 4.187179000000000087e+03, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
1.180000000000000000e+02, 4.208204999999999927e+03, 4.194872000000000298e+03, 4.217435999999999694e+03, 4.217435999999999694e+03, 4.215385000000000218e+03, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
1.190000000000000000e+02, 4.175385000000000218e+03, 4.151795000000000073e+03, 4.196922999999999774e+03, 4.215385000000000218e+03, 4.185127999999999702e+03, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
1.200000000000000000e+02, 4.190256000000000313e+03, 4.168204999999999927e+03, 4.222564000000000306e+03, 4.221025999999999840e+03, 4.196409999999999854e+03, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
