COUNTER, AF3, T7, Pz, T8, AF4, MARKERS['YES','NO'], TICK, ContactQuality
4.300000000000000000e+01, 4.219487000000000080e+03, 4.219487000000000080e+03, 4.127179000000000087e+03, 4.180000000000000000e+03, 4.220512999999999920e+03, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
4.400000000000000000e+01, 4.229743999999999687e+03, 4.217435999999999694e+03, 4.124103000000000065e+03, 4.184103000000000065e+03, 4.228204999999999927e+03, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
4.500000000000000000e+01, 4.226667000000000371e+03, 4.215385000000000218e+03, 4.110769000000000233e+03, 4.175896999999999935e+03, 4.223077000000000226e+03, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
4.600000000000000000e+01, 4.226154000000000451e+03, 4.221537999999999556e+03, 4.122051000000000386e+03, 4.174872000000000298e+03, 4.221537999999999556e+03, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
4.700000000000000000e+01, 4.232820999999999913e+03, 4.225640999999999622e+03, 4.141025999999999840e+03, 4.187692000000000007e+03, 4.225640999999999622e+03, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
4.800000000000000000e+01, 4.223590000000000146e+03, 4.217435999999999694e+03, 4.128204999999999927e+03, 4.186154000000000451e+03, 4.213845999999999549e+03, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
4.900000000000000000e+01, 4.222564000000000306e+03, 4.213332999999999629e+03, 4.109230999999999767e+03, 4.173845999999999549e+03, 4.211282000000000153e+03, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
5.000000000000000000e+01, 4.243590000000000146e+03, 4.221537999999999556e+03, 4.115896999999999935e+03, 4.170769000000000233e+03, 4.227692000000000007e+03, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
5.100000000000000000e+01, 4.248204999999999927e+03, 4.223590000000000146e+03, 4.131282000000000153e+03, 4.178974000000000160e+03, 4.230769000000000233e+03, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
5.200000000000000000e+01, 4.236922999999999774e+03, 4.215385000000000218e+03, 4.134872000000000298e+03, 4.181537999999999556e+03, 4.223077000000000226e+03, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
5.300000000000000000e+01, 4.231282000000000153e+03, 4.211282000000000153e+03, 4.126667000000000371e+03, 4.171282000000000153e+03, 4.218974000000000160e+03, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+02
