COUNTER, AF3, T7, Pz, T8, AF4, MARKERS['Blank','Image'], TICK, ContactQuality
9.300000000000000000e+01, 4.228204999999999927e+03, 4.178462000000000444e+03, 4.113845999999999549e+03, 4.181537999999999556e+03, 4.195896999999999935e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
9.400000000000000000e+01, 4.237948999999999614e+03, 4.186667000000000371e+03, 4.115896999999999935e+03, 4.172307999999999993e+03, 4.208204999999999927e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
9.500000000000000000e+01, 4.234872000000000298e+03, 4.192820999999999913e+03, 4.117435999999999694e+03, 4.182051000000000386e+03, 4.203077000000000226e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
9.600000000000000000e+01, 4.223590000000000146e+03, 4.186667000000000371e+03, 4.104614999999999782e+03, 4.186667000000000371e+03, 4.186154000000000451e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
9.700000000000000000e+01, 4.214359000000000378e+03, 4.184614999999999782e+03, 4.097435999999999694e+03, 4.169230999999999767e+03, 4.175385000000000218e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
9.800000000000000000e+01, 4.220000000000000000e+03, 4.186667000000000371e+03, 4.107692000000000007e+03, 4.164614999999999782e+03, 4.186667000000000371e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
9.900000000000000000e+01, 4.226667000000000371e+03, 4.186667000000000371e+03, 4.110256000000000313e+03, 4.185640999999999622e+03, 4.200000000000000000e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.000000000000000000e+02, 4.222051000000000386e+03, 4.184614999999999782e+03, 4.101025999999999840e+03, 4.181025999999999840e+03, 4.190769000000000233e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.010000000000000000e+02, 4.226667000000000371e+03, 4.186667000000000371e+03, 4.099487000000000080e+03, 4.157948999999999614e+03, 4.194872000000000298e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.020000000000000000e+02, 4.220512999999999920e+03, 4.192820999999999913e+03, 4.097435999999999694e+03, 4.166667000000000371e+03, 4.193332999999999629e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.030000000000000000e+02, 4.214359000000000378e+03, 4.186667000000000371e+03, 4.093333000000000084e+03, 4.185640999999999622e+03, 4.181537999999999556e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.040000000000000000e+02, 4.219487000000000080e+03, 4.170256000000000313e+03, 4.085128000000000156e+03, 4.175385000000000218e+03, 4.184103000000000065e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.050000000000000000e+02, 4.212820999999999913e+03, 4.172307999999999993e+03, 4.083077000000000226e+03, 4.155385000000000218e+03, 4.180000000000000000e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.060000000000000000e+02, 4.208204999999999927e+03, 4.180512999999999920e+03, 4.088717999999999847e+03, 4.153845999999999549e+03, 4.178462000000000444e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.070000000000000000e+02, 4.207692000000000007e+03, 4.176409999999999854e+03, 4.084103000000000065e+03, 4.163590000000000146e+03, 4.172820999999999913e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.080000000000000000e+02, 4.215385000000000218e+03, 4.174359000000000378e+03, 4.089744000000000142e+03, 4.172820999999999913e+03, 4.177435999999999694e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.090000000000000000e+02, 4.224103000000000065e+03, 4.176409999999999854e+03, 4.103590000000000146e+03, 4.175385000000000218e+03, 4.194872000000000298e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.100000000000000000e+02, 4.208717999999999847e+03, 4.170256000000000313e+03, 4.093333000000000084e+03, 4.179487000000000080e+03, 4.182564000000000306e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.110000000000000000e+02, 4.207179000000000087e+03, 4.178462000000000444e+03, 4.082050999999999931e+03, 4.185127999999999702e+03, 4.174872000000000298e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.120000000000000000e+02, 4.227179000000000087e+03, 4.194872000000000298e+03, 4.098462000000000444e+03, 4.181025999999999840e+03, 4.190769000000000233e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.130000000000000000e+02, 4.239487000000000080e+03, 4.184614999999999782e+03, 4.117435999999999694e+03, 4.175896999999999935e+03, 4.199487000000000080e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.140000000000000000e+02, 4.232820999999999913e+03, 4.170256000000000313e+03, 4.102564000000000306e+03, 4.177948999999999614e+03, 4.187692000000000007e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.150000000000000000e+02, 4.210256000000000313e+03, 4.180512999999999920e+03, 4.073846000000000004e+03, 4.182051000000000386e+03, 4.164103000000000065e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
1.160000000000000000e+02, 4.215385000000000218e+03, 4.184614999999999782e+03, 4.084103000000000065e+03, 4.185640999999999622e+03, 4.176409999999999854e+03, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+02
